Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,First,19.0,1198,86.8,5.0,0.0,4025.14
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Diesel,Manual,Second,16.0,1493,110,5.0,0.0,4269.09
Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,Manual,First,12.0,1493,100,5.0,0.0,2805.4
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,Manual,First,19.6,1582,126.2,5.0,0.0,16698.24
Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,First,23.5,1364,67.06,5.0,0.0,3781.19
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,Petrol,Manual,First,13.4,2359,198.25,5.0,0.0,15551.68
Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,First,19.6,1582,126.2,5.0,0.0,16771.42
Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,18.0,1199,88.7,5.0,0.0,8233.25
Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,First,20.5,1598,103.6,5.0,0.0,6403.64
Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,First,16.0,2179,140,7.0,0.0,10672.72
Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,First,18.4,1493,100,7.0,0.0,10819.09
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Petrol,Automatic,Second,11.0,2354,142,5.0,0.0,7928.31
Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.7,1248,88.76,7.0,0.0,5488.83
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,Diesel,Manual,First,12.8,2696,162,7.0,0.0,15246.75
Toyota Fortuner 4x2 AT,Delhi,2014,89540,Diesel,Automatic,First,12.5,2982,168.5,7.0,0.0,20491.63
Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.7,1248,88.8,7.0,0.0,10672.72
Hyundai Elantra CRDi SX AT,Pune,2013,48823,Diesel,Automatic,First,19.0,1582,126.24,5.0,0.0,10367.79
Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,2695.63
Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,First,16.0,796,34.2,5.0,0.0,1951.58
Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.0,1198,86.7,5.0,0.0,7623.38
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,Automatic,Second,12.0,1799,130,5.0,0.0,2744.42
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.0,2143,136,5.0,52534.2,31408.3
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Petrol,Manual,Second,13.1,1798,157.8,5.0,0.0,8233.25
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.0,1248,88.5,5.0,0.0,7623.38
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,First,22.0,1498,89.84,5.0,0.0,6220.67
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Diesel,Automatic,Second,8.0,2987,224.34,5.0,0.0,13112.2
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24.0,1120,70,5.0,0.0,6952.52
Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,Manual,First,20.0,1598,105,5.0,0.0,7257.45
Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.4,936,56.3,5.0,0.0,2927.38
Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.2,1493,100,7.0,0.0,4256.89
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,Automatic,First,19.0,1197,80,5.0,0.0,4878.96
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.5,1364,67.04,5.0,9550.56,4696.0
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,Automatic,First,14.5,1794,138.1,5.0,0.0,4817.97
Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.3,1197,78.9,5.0,0.0,3659.22
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,Manual,First,18.1,1196,86.8,5.0,0.0,8172.26
Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.0,1197,85.80,5.0,0.0,7489.2
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15.0,1396,98.6,5.0,0.0,5366.86
Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.5,1248,74,5.0,0.0,5183.9
BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,Petrol,Automatic,First,8.7,4395,402,5.0,0.0,31627.86
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,Manual,First,22.0,1598,118,5.0,0.0,8538.18
Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,Automatic,First,12.5,2982,168.5,7.0,0.0,30639.87
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.0,998,68.05,5.0,0.0,5427.84
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.0,1396,90,5.0,0.0,2927.38
Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,Second,20.5,1598,103.6,5.0,0.0,5281.47
Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.0,1197,83.14,5.0,0.0,8452.8
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.0,1396,90,5.0,0.0,5183.9
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,Diesel,Automatic,First,14.2,2143,203,5.0,0.0,15246.75
Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,First,18.0,1197,82,5.0,0.0,5976.73
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23.0,1396,90,5.0,0.0,5488.83
Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.1,799,53.3,5.0,0.0,3659.22
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,First,16.0,1197,82,5.0,0.0,7074.49
Volkswagen Vento Petrol Highline,Pune,2011,54211,Petrol,Manual,First,15.0,1598,103.6,5.0,0.0,4061.73
Chevrolet Cruze LTZ AT,Kochi,2015,62242,Diesel,Automatic,First,14.3,1998,163.7,5.0,0.0,8074.68
Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.0,1461,108.5,5.0,0.0,7013.5
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,Manual,First,22.3,1582,126.32,5.0,0.0,7562.39
Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.0,998,67.04,5.0,7318.44,4269.09
Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,First,18.0,998,67.1,5.0,0.0,2439.48
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.0,1396,88.8,5.0,0.0,4878.96
Audi A4 1.8 TFSI,Mumbai,2011,53000,Petrol,Automatic,First,12.0,1781,163.2,5.0,0.0,11587.53
BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,First,17.0,1995,184,5.0,0.0,21345.45
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,Petrol,Automatic,First,14.0,1598,103.52,5.0,0.0,7452.61
Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,4574.02
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Diesel,Manual,Second,10.0,2835,107.2,6.0,0.0,7562.39
Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0,1498,98.6,5.0,0.0,7501.4
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.9,998,67.1,5.0,0.0,2927.38
Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.0,1248,75,5.0,0.0,2622.44
Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,First,18.0,1197,82,5.0,0.0,4574.02
Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.0,1196,70,5.0,0.0,2622.44
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,18.0,1197,81.86,5.0,0.0,5793.76
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,Petrol,Manual,First,15.0,1586,103.3,5.0,0.0,2988.36
Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.0,1497,117.3,5.0,16783.62,13600.1
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.0,1461,108.45,5.0,17210.53,10855.69
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.0,1498,98.6,5.0,0.0,5305.87
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,Manual,Second,12.9,2494,100.6,7.0,0.0,14636.88
BMW 3 Series 320d Highline,Mumbai,2009,61500,Diesel,Automatic,Second,16.0,1995,181,5.0,0.0,10367.79
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.8,1086,68.05,5.0,0.0,5208.29
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.4,1461,83.8,5.0,0.0,5183.9
Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,Automatic,First,11.0,2360,170,5.0,0.0,11282.6
Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.0,1248,88.5,5.0,11124.03,10501.96
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,Diesel,Automatic,First,11.0,2987,261,7.0,0.0,34152.72
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498,98.96,5.0,13661.09,11282.6
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,Diesel,Automatic,First,19.0,1582,126.2,5.0,0.0,10489.76
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,Manual,First,16.4,1198,74,5.0,0.0,9184.64
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,Diesel,Manual,First,19.6,1461,108.45,5.0,0.0,7013.5
Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,First,16.0,1198,86.8,5.0,0.0,5061.92
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,First,18.1,1196,86.8,5.0,0.0,7123.28
Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,Diesel,Automatic,First,18.5,1968,187.74,5.0,0.0,20125.71
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,First,15.9,2993,258,7.0,0.0,52448.82
Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,4330.08
Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,First,18.0,1197,81.83,5.0,0.0,10855.69
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Diesel,Manual,Second,16.0,1896,90,5.0,0.0,3049.35
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,Diesel,Manual,First,16.0,1493,110,5.0,0.0,4696.0
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Petrol,Automatic,Third,17.0,1591,121.4,5.0,0.0,9148.05
Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,15.0,1341,61,5.0,0.0,2195.53
Ford Figo Diesel EXI,Chennai,2010,78000,Diesel,Manual,First,20.0,1399,68,5.0,0.0,2744.42
Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,Diesel,Automatic,First,17.6,1968,174.33,5.0,0.0,29578.7
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,Manual,First,16.4,1198,74,5.0,0.0,5305.87
BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,Automatic,First,17.0,1995,184,5.0,0.0,14027.01
Honda City i VTEC SV,Kolkata,2014,49000,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,5793.76
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,Manual,First,23.0,1396,90,5.0,0.0,6086.5
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,Petrol,Automatic,First,19.0,1199,88.7,5.0,0.0,11160.62
Maruti Swift 1.3 VXi,Jaipur,2006,125000,Petrol,Manual,Fourth & Above,16.0,0,0,0.0,0.0,2866.39
Honda CR-V 2.4 AT,Hyderabad,2014,88046,Petrol,Automatic,First,10.0,2354,152,5.0,0.0,17064.16
Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Diesel,Automatic,Second,20.0,2143,107.3,5.0,0.0,24089.86
Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,Diesel,Automatic,First,16.0,2179,140,7.0,0.0,20455.04
Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Diesel,Manual,Third,13.0,2523,63,7.0,0.0,3049.35
Renault Scala RxL AT,Mumbai,2013,7000,Petrol,Automatic,First,17.9,1498,99.6,5.0,0.0,4452.05
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Diesel,Automatic,Second,12.3,2179,187.74,5.0,0.0,28663.89
Maruti Alto 800 VXI,Pune,2017,38000,Petrol,Manual,First,22.7,796,47.3,5.0,0.0,3793.39
Toyota Etios G,Kochi,2013,56344,Petrol,Manual,First,17.0,1496,88.73,5.0,0.0,5574.21
Hyundai i20 Sportz Option,Mumbai,2014,17858,Petrol,Manual,First,17.0,1197,80,5.0,0.0,6489.02
Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,3903.17
Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.0,1248,74,5.0,0.0,6867.14
Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,Manual,First,21.0,814,55.2,5.0,0.0,3659.22
BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.6,1995,190,5.0,58388.95,11282.6
Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,Manual,First,23.5,1396,70,5.0,0.0,1463.69
Maruti Alto 800 LXI,Delhi,2015,61000,Petrol,Manual,First,22.7,796,47.3,5.0,0.0,2622.44
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,Diesel,Manual,First,22.0,1199,73.9,5.0,0.0,3720.21
Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,Petrol,Automatic,First,14.2,1798,138.03,5.0,0.0,14027.01
Hyundai Santro Xing GLS,Hyderabad,2008,80931,Petrol,Manual,First,17.9,1086,62.1,5.0,0.0,2805.4
Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20.0,1197,81.80,5.0,0.0,6037.71
Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,Manual,First,21.6,1461,84.8,5.0,0.0,5793.76
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.0,1248,88.5,5.0,15210.16,12380.36
Nissan Micra XV,Kolkata,2011,44000,Petrol,Manual,First,18.0,1198,75,5.0,0.0,3232.31
Ford Figo Diesel EXI,Hyderabad,2015,84000,Diesel,Manual,First,20.0,1399,68.05,5.0,0.0,4635.01
Honda CR-V 2.0 AT,Kochi,2017,41697,Petrol,Automatic,First,13.0,1997,141.1,5.0,0.0,20345.26
Nissan Terrano XV 110 PS,Pune,2014,163000,Diesel,Manual,First,19.0,1461,108.5,5.0,0.0,6098.7
Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,Manual,Second,17.7,1197,78.9,5.0,7940.51,4574.02
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,Manual,Third,21.2,1396,88.76,5.0,0.0,5013.13
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Petrol,Manual,Second,18.1,1196,86.8,5.0,0.0,5183.9
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,Diesel,Manual,First,10.0,2835,107.2,6.0,0.0,4208.1
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,Diesel,Automatic,First,17.1,1968,174.33,5.0,0.0,27444.15
Toyota Innova 2.0 E,Delhi,2006,150000,Petrol,Manual,First,12.0,1998,132,8.0,0.0,5488.83
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,Petrol,Manual,First,15.2,1150,74.9,5.0,0.0,1097.77
Hyundai Getz GLS,Hyderabad,2006,63181,Petrol,Manual,First,15.0,1341,83,5.0,0.0,2256.52
Honda Amaze S i-Dtech,Kolkata,2013,39575,Diesel,Manual,First,25.0,1498,98.6,5.0,0.0,3964.16
Maruti Swift VDI BSIV W ABS,Pune,2010,63600,Diesel,Manual,Second,17.0,1248,0,5.0,0.0,3781.19
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.0,1498,89.84,5.0,0.0,8952.89
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,Manual,First,20.1,1498,88.5,5.0,0.0,5183.9
Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,Petrol,Manual,First,18.0,1197,81.86,5.0,0.0,7867.32
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Diesel,Manual,Second,12.0,2494,102,8.0,0.0,13112.2
Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,Diesel,Automatic,First,15.2,2143,203.2,5.0,0.0,33847.79
Maruti Wagon R LX BSIII,Jaipur,2005,115000,Petrol,Manual,Second,17.0,1061,64,5.0,0.0,1207.54
Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,Diesel,Automatic,First,12.6,2198,158,7.0,0.0,29273.76
Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,Petrol,Manual,First,18.0,1197,81.86,5.0,0.0,7440.41
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.0,1199,88.7,5.0,12587.72,10062.86
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,Petrol,Manual,First,16.4,1198,73.9,5.0,0.0,5671.79
Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,Petrol,Manual,First,13.0,1997,153.86,5.0,0.0,11892.46
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,Manual,First,18.0,1197,81.86,5.0,9879.89,5366.86
Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,Manual,First,19.0,1197,85.8,5.0,0.0,4866.76
BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,Diesel,Automatic,First,16.0,2993,258,5.0,0.0,55778.71
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,22.0,1498,89.84,5.0,0.0,6428.03
Maruti Wagon R LXI CNG,Mumbai,2014,41000,CNG,Manual,First,36.68,998,58.2,5.0,0.0,4269.09
Honda City i DTec V,Ahmedabad,2016,67000,Diesel,Manual,First,26.0,1498,98.6,5.0,0.0,8843.12
Tata Indigo LS,Chennai,2008,99000,Diesel,Manual,Second,17.0,1405,70,5.0,0.0,1951.58
Renault Duster 110PS Diesel RxL,Pune,2014,142000,Diesel,Manual,Second,19.0,1461,108.45,5.0,0.0,7318.44
Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,3659.22
Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,Petrol,Manual,First,18.0,1199,88.7,5.0,0.0,6037.71
Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,Diesel,Manual,First,23.6,1248,88.5,5.0,0.0,10965.46
Honda Accord VTi-L MT,Mumbai,2007,86000,Petrol,Manual,Third,11.0,2354,144,5.0,0.0,2256.52
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,Petrol,Manual,First,16.4,1198,73.9,5.0,0.0,7513.6
Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.0,1248,73.9,5.0,0.0,4269.09
Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.0,1199,88.76,5.0,9172.44,5488.83
Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,Petrol,Manual,First,18.0,1197,81.83,5.0,0.0,9452.98
Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,Diesel,Manual,First,20.4,1461,83.8,5.0,0.0,8050.28
Hyundai Grand i10 Magna,Kochi,2014,48031,Petrol,Manual,First,18.0,1197,82,5.0,0.0,6074.31
BMW 3 Series 320d Highline,Chennai,2008,170000,Diesel,Automatic,Third,16.0,1995,181,5.0,0.0,11892.46
Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,Diesel,Manual,First,22.0,1498,89.84,5.0,0.0,6769.56
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.0,1498,108.5,5.0,19125.52,12563.32
Honda Accord 2.4 AT,Chennai,2011,85000,Petrol,Automatic,Second,11.0,2354,177.6,5.0,0.0,9148.05
Chevrolet Aveo 1.4,Hyderabad,2008,55902,Petrol,Manual,First,14.4,1399,92.7,5.0,0.0,2195.53
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,Petrol,Manual,First,16.0,1199,74,5.0,0.0,7623.38
Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Diesel,Manual,Second,14.9,2489,93.7,7.0,0.0,8294.23
Hyundai i10 Magna AT,Hyderabad,2009,50902,Petrol,Automatic,First,19.0,1197,80,5.0,0.0,3659.22
Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,Diesel,Manual,First,15.0,2179,140,7.0,0.0,14148.98
Hyundai Elantra CRDi SX,Mumbai,2013,40000,Diesel,Manual,Second,22.0,1582,126.24,5.0,0.0,8477.19
Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Petrol,Manual,Third,14.0,1798,160,5.0,0.0,4269.09
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Petrol,Manual,First,18.0,1197,81.86,5.0,9087.06,6708.57
Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,Petrol,Manual,First,18.0,1197,81.83,5.0,0.0,6891.53
Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,Diesel,Manual,First,18.0,1248,73.8,8.0,0.0,3964.16
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,Petrol,Automatic,First,14.0,1598,103.6,5.0,0.0,9416.39
Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,Diesel,Manual,First,19.6,1582,126.2,5.0,0.0,14636.88
Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,25.4,936,57.6,5.0,0.0,1890.6
Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,Diesel,Manual,First,11.0,2982,171,7.0,0.0,13112.2
Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,Petrol,Manual,First,18.0,1197,81.83,5.0,0.0,8196.65
Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,Diesel,Automatic,First,12.0,2967,241.4,7.0,0.0,34823.58
Porsche Panamera Diesel,Bangalore,2013,19828,Diesel,Automatic,Second,17.8,2967,300,4.0,0.0,91480.5
Honda City i VTEC VX,Hyderabad,2016,36891,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,12795.07
Mahindra Quanto C4,Hyderabad,2012,90049,Diesel,Manual,First,17.2,1493,100,7.0,0.0,4635.01
Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,Diesel,Automatic,First,16.5,1968,140,5.0,0.0,22565.19
Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,Petrol,Automatic,First,12.3,2359,198.25,5.0,0.0,7318.44
Hyundai Verna 1.6 SX,Hyderabad,2012,83678,Diesel,Manual,First,22.3,1582,126.32,5.0,0.0,6708.57
Maruti Wagon R LXI BS IV,Pune,2010,91000,Petrol,Manual,First,18.0,998,67.1,5.0,0.0,2805.4
Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,Diesel,Manual,First,24.5,1248,88.5,7.0,0.0,10611.74
Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,Diesel,Manual,First,24.0,1120,71.01,5.0,0.0,6037.71
Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.0,1248,74,5.0,0.0,5183.9
Mahindra XUV500 W6 2WD,Kochi,2017,41290,Diesel,Manual,Second,16.0,2179,140,7.0,0.0,13343.96
BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.4,1995,190,5.0,82783.75,25931.67
Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Petrol,Manual,Second,14.2,1798,138.03,5.0,24980.28,14027.01
Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Diesel,Manual,Second,22.5,1396,88.73,5.0,0.0,7318.44
Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,Petrol,Manual,First,18.1,1198,82,6.0,0.0,5000.93
Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,Petrol,Manual,First,24.0,796,47.3,5.0,0.0,2451.68
Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,Petrol,Manual,First,15.0,1172,67,5.0,0.0,3171.32
Maruti Wagon R VXI BS IV,Kolkata,2012,40000,Petrol,Manual,First,18.0,998,67.1,5.0,0.0,2866.39
Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Diesel,Manual,Second,9.0,2835,118.6,6.0,0.0,11160.62
Honda Brio EX MT,Chennai,2013,42320,Petrol,Manual,First,19.0,1198,86.8,5.0,0.0,3537.25
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Diesel,Manual,Second,22.5,1396,88.73,5.0,0.0,11197.21
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,Petrol,Automatic,First,13.0,1591,121.3,5.0,0.0,13966.02
Maruti Alto Green LXi (CNG),Hyderabad,2012,92000,CNG,Manual,Second,37.562,796,38.4,5.0,0.0,2561.45
Honda Amaze S i-VTEC,Kochi,2017,61795,Petrol,Manual,First,17.0,1198,86.7,5.0,0.0,6745.16
Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,Petrol,Manual,First,18.1,1198,82,6.0,0.0,4574.02
Honda City i-VTEC CVT VX,Pune,2018,4500,Petrol,Automatic,First,18.0,1497,117.3,5.0,18503.46,15246.75
Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,Diesel,Automatic,First,16.0,2179,140,7.0,0.0,18905.97
Hyundai Santro GLS I - Euro I,Pune,2011,65400,Petrol,Manual,First,0.0,1086,0,5.0,0.0,2561.45
